ORF,myStddev,myMean,myCV
YOL155W-A,0.07942811,2.805116896,0.028315437
YDR061W,0.016696323,3.414289037,0.004890132
YOR389W,0.032283748,2.796228921,0.01154546
YER136W,0.030682044,3.715915289,0.008256928
YPL026C,0.021478853,3.369201395,0.006375058
YDL047W,0.01574814,3.47721385,0.004528953
YNL049C,0.013374956,3.477897088,0.003845702
YLR208W,0.014014777,3.667523172,0.003821319
YGR149W,0.028158335,3.453624487,0.008153271
YPL151C,0.010716668,3.283438656,0.003263855
YDR043C,0.036077614,3.293641794,0.010953715
YOR217W,0.011014015,3.434877011,0.003206524
YGL171W,0.044400292,3.329857317,0.013333992
YLR376C,0.015186301,3.242464171,0.004683568
YML099C,0.019210174,3.137478279,0.006122807
YBR079C,0.014885242,3.658677406,0.004068476
YDL076C,0.020838332,3.342676371,0.006234026
YML105C,0.016681434,3.542175057,0.004709376
YPR135W,0.009640652,3.311193415,0.002911534
YDL089W,0.027821396,3.514368582,0.007916471
YOR080W,0.011830731,3.337879515,0.003544385
YGR208W,0.025245765,3.498810977,0.007215527
YBR131W,0.018500384,3.294184276,0.005616074
YOR049C,0.086275507,2.799970161,0.030813009
YLL006W,0.015092049,3.33924919,0.004519594
YLR234W,0.054013171,2.952961386,0.018291188
YPR010C,0.031887948,3.639900763,0.008760664
YAL035W,0.013664941,3.728033637,0.003665456
YMR123W,0.016484562,3.547582051,0.004646704
YDR292C,0.012961815,3.529838871,0.00367207
YMR010W,0.024874851,3.55069579,0.007005627
YKL019W,0.015364313,3.508648479,0.004378983
YOR238W,0.022698615,3.43500475,0.00660803
YDR390C,0.021728375,3.498098679,0.006211481
YNL259C,0.021115184,3.608421982,0.005851639
YOL132W,0.067573636,2.701063412,0.025017419
YER126C,0.037304221,3.673802764,0.010154117
YIL115C,0.011796595,3.484855111,0.003385103
YDR528W,0.056803781,3.335037827,0.017032425
YIL069C,0.015128892,3.801960043,0.003979235
YGL156W,0.046880117,3.458461269,0.013555195
YNL111C,0.026000988,3.501012676,0.007426705
YMR078C,0.027174193,3.318794994,0.00818797
YPR017C,0.023880052,3.278317879,0.007284239
YPR043W,0.005074013,3.83082584,0.001324522
YAR035C-A,0.052343647,2.529501814,0.020693263
YCR090C,0.018103518,3.565849162,0.005076916
YNL152W,0.023257379,3.311502194,0.007023211
YGL168W,0.025314081,3.043409013,0.008317673
YGL055W,0.087161447,3.57994353,0.024347157
YGR170W,0.024068261,3.341066324,0.007203766
YMR225C,0.016353754,3.426583649,0.004772612
YER089C,0.043675147,3.606725872,0.012109361
YOR349W,0.0214114,3.17624549,0.006741104
YML131W,0.082067354,3.564599649,0.023022881
YOL144W,0.036749292,3.292832786,0.011160388
YAR027W,0.032177886,3.653054294,0.008808488
YNL149C,0.016975195,3.624568215,0.00468337
YOR099W,0.011101154,3.740989902,0.002967438
YLR239C,0.016210411,3.282269472,0.004938781
YDL160C-A,0.016852657,3.429750234,0.004913669
YNL161W,0.020736609,3.397963961,0.006102657
YPL132W,0.018171901,3.285729648,0.005530553
YER088C,0.033893796,3.549660766,0.009548461
YDR380W,0.078280901,3.504576421,0.022336765
YCR093W,0.017398883,3.43642165,0.005063082
YJL139C,0.086839423,3.258165122,0.026652861
YAR031W,0.073709672,2.967815458,0.024836339
YPL193W,0.041585811,3.091498993,0.013451666
YER101C,0.066886913,3.342326279,0.020012084
YNL242W,0.029272856,3.192159252,0.009170237
YNL121C,0.019085394,3.655245367,0.005221372
YNL113W,0.028984731,3.615550986,0.008016684
YDR395W,0.027444475,3.52986408,0.007774938
YMR004W,0.014585095,3.456522442,0.004219586
YNR031C,0.013001695,3.468407075,0.003748607
YAL064W-B,0.047132098,2.619531958,0.017992565
YDR520C,0.011554212,3.277494164,0.003525319
YDR217C,0.018398209,3.286308966,0.005598442
YOL104C,0.105268745,2.565794732,0.041027735
YIR031C,0.039225147,3.306240548,0.011863973
YHR122W,0.036749155,3.381292172,0.010868376
YPL141C,0.021881769,3.364360223,0.006503991
YDR067C,0.038663847,3.332505873,0.011602034
YDR184C,0.035259042,3.296326195,0.010696466
YAR002C-A,0.014745017,3.679664204,0.004007164
YDR524C,0.035753471,3.264480201,0.010952271
YBL067C,0.012447393,3.452446579,0.003605383
YDR428C,0.040770372,3.408022996,0.011963057
YDR213W,0.039161879,3.039513917,0.012884257
YGR089W,0.021979669,3.286576506,0.006687709
YBR015C,0.007772087,3.622339111,0.002145599
YDR036C,0.015583776,3.439467,0.004530869
YOL127W,0.006996306,3.851634429,0.001816451
YKL161C,0.066651959,3.133275425,0.021272295
YOR008C,0.015112054,3.442051562,0.004390421
YMR179W,0.026124506,3.261097534,0.008010955
YDR297W,0.031775141,3.543872727,0.00896622
YOR298C-A,0.006325088,3.762009581,0.001681306
YOR061W,0.01790147,3.606728302,0.004963354
YIL112W,0.022729394,3.193985889,0.00711631
YGL172W,0.014486818,3.523308164,0.004111709
YFR025C,0.024805517,3.543874809,0.006999547
YIR004W,0.01917739,3.484183292,0.005504128
YPL138C,0.011558793,3.263853362,0.003541456
YDR306C,0.013655532,3.400362551,0.004015905
YKL183C-A,0.13269991,2.577125938,0.051491434
YGL047W,0.019795984,3.534360215,0.005601009
YPR162C,0.011872624,3.304168082,0.003593226
YDR453C,0.147474305,3.586288498,0.041121707
YKR081C,0.0364194,3.581810805,0.010167874
YGR295C,0.014604104,3.479010749,0.004197775
YOR213C,0.031111399,3.301278379,0.009424046
YDR272W,0.012485146,3.66872235,0.003403132
YDR273W,0.024703384,3.159392935,0.007819029
YPR191W,0.017257202,3.614758612,0.004774095
YJR046W,0.025858427,3.420051253,0.00756083
YNL212W,0.015917232,3.42803521,0.004643252
YDR237W,0.013100167,3.507313843,0.0037351
YLR410W,0.014566428,3.584994272,0.004063166
YGR223C,0.013205101,3.382762165,0.003903644
YOL133W,0.010840479,3.420061746,0.003169674
YPR151C,0.041321571,2.932191655,0.014092384
YML032C,0.012092783,3.374171472,0.003583927
YGL242C,0.019532771,3.609945582,0.005410821
YBR267W,0.057750303,3.265237279,0.017686403
YER100W,0.053025974,3.511581713,0.01510031
YML096W,0.023204714,3.287716502,0.007058003
YDR227W,0.008186414,3.377824298,0.002423576
YDR525W-A,0.021675139,3.516379994,0.006164049
YMR309C,0.018388029,3.654458184,0.00503167
YMR315W,0.015317029,3.697015492,0.00414308
YDR506C,0.042214649,3.057397197,0.013807381
YDL159W-A,0.282768007,2.178521935,0.129798099
YFR002W,0.011389545,3.542841939,0.003214805
YHR060W,0.025094033,3.505831114,0.007157799
YDL133W,0.017316172,3.366485562,0.005143694
YIL090W,0.01433545,3.423355676,0.004187543
YOR344C,0.048680652,3.393031961,0.014347242
YLR077W,0.018548861,3.3690392,0.005505683
YIR006C,0.021078771,3.625638733,0.005813809
YGR204W,0.010570109,3.75370888,0.002815911
YHL048C-A,0.070204382,2.882412868,0.024356116
YGR087C,0.108847586,3.141528692,0.034647968
YHL006C,0.013402145,3.103090073,0.004318967
YPR001W,0.05451601,3.110521123,0.017526327
YOL148C,0.014432157,3.194504672,0.004517807
YNR047W,0.022685043,3.315293054,0.006842545
YJR152W,0.042085448,3.131731269,0.013438397
YDL182W,0.071963185,3.681358517,0.019547997
YER150W,0.068176949,3.657250182,0.018641587
YBR154C,0.024110536,3.568077425,0.006757291
YDR081C,0.022378846,3.240673532,0.006905616
YDR083W,0.03729512,3.353184647,0.011122298
YAR008W,0.026128194,3.37141105,0.007749928
YER066W,0.071940307,3.315015539,0.021701348
YBR257W,0.015415641,3.345525447,0.004607839
YGL190C,0.020191932,3.341666772,0.006042473
YDL243C,0.044776923,3.378943524,0.013251752
YMR180C,0.027230324,3.354905224,0.00811657
YDL230W,0.01188791,3.400152657,0.003496287
YAL053W,0.031335397,3.518587134,0.008905676
YLR243W,0.027221803,3.388227103,0.008034232
YJR010C-A,0.038797793,3.090961761,0.012552013
YDR186C,0.013034901,3.482934561,0.003742505
YLR436C,0.019331857,3.232437105,0.005980583
YGR084C,0.033126681,3.397003963,0.009751735
YKL011C,0.021531609,3.28800534,0.006548532
YCR024C-A,0.016411756,3.725828227,0.004404861
YDL095W,0.009662288,3.591408803,0.002690389
YNL153C,0.011822926,3.601700594,0.003282595
YNL270C,0.053627192,2.707261005,0.019808652
YJL208C,0.025485055,3.434636305,0.007420016
YKR052C,0.028082384,3.334233407,0.008422441
YFL004W,0.019374287,3.593171739,0.005391973
YNL240C,0.039545877,3.429437551,0.011531301
YBR175W,0.021543197,3.457561184,0.006230749
YCL027W,0.032064321,3.330696298,0.009626912
YER024W,0.083813437,3.392258906,0.024707264
YCR095C,0.033815846,3.294861233,0.010263208
YMR187C,0.016983843,3.186618951,0.005329738
YER163C,0.051550949,3.52594892,0.014620447
YOR101W,0.031362963,3.428359514,0.009148096
YLR244C,0.017659986,3.67125338,0.004810342
YGL119W,0.011458586,3.465341177,0.003306626
YNR037C,0.020182605,3.508750007,0.005752078
YOL047C,0.076523774,2.8989012,0.02639751
YPR025C,0.024025203,3.206505328,0.007492644
YJR143C,0.014860724,3.598793338,0.004129363
YLR172C,0.026476014,3.62253352,0.007308701
YDL130W-A,0.048753122,3.617540283,0.01347687
YBR165W,0.024632536,3.317982231,0.007423951
YAL007C,0.017068021,3.642737403,0.004685493
YGR211W,0.026812209,3.587475322,0.007473838
YBL101W-A,0.035154784,3.504017436,0.010032708
YLR120C,0.053905318,3.51084866,0.015353928
YEL030W,0.098227256,3.007560461,0.03266011
YDL145C,0.011223363,3.648325239,0.003076305
YDR159W,0.018052694,3.264695429,0.005529672
YPL260W,0.013959729,3.640561371,0.003834499
YLR356W,0.034500272,3.496016895,0.009868451
YER054C,0.125107005,3.141468159,0.039824375
YMR023C,0.026002502,3.240414809,0.008024436
YOL022C,0.038506604,3.411279429,0.011288024
YKL174C,0.014597538,3.437444675,0.004246625
YDR374C,0.099449649,2.388445969,0.041637806
YJL052C-A,0.158995045,2.531618101,0.062803724
YLR049C,0.020553817,3.513509565,0.005849939
YMR263W,0.020359805,3.281192189,0.006205002
YNL045W,0.025655708,3.653242784,0.007022722
YHR067W,0.03108109,3.328647544,0.009337453
YPR118W,0.016712633,3.654936216,0.00457262
YNL169C,0.018201297,3.523396704,0.005165838
YCR057C,0.03720879,3.353410899,0.011095804
YHR143W-A,0.025002426,3.626549784,0.006894273
YML025C,0.013727031,3.35594359,0.004090364
YPL250C,0.031949205,3.463333885,0.009224985
YOL043C,0.031500256,3.27763159,0.009610676
YKL206C,0.019681986,3.465559987,0.005679309
YBL001C,0.016471508,3.694186196,0.004458765
YGR253C,0.011528758,3.654072998,0.003155043
YLR291C,0.011052591,3.552582492,0.003111143
YLR430W,0.019141674,3.357958437,0.00570039
YEL054C,0.0119597,3.817014126,0.003133261
YOL038C-A,0.060073309,2.902331376,0.020698294
YIL091C,0.036837692,3.452673278,0.010669325
YER146W,0.046973505,3.680704689,0.012762095
YKL186C,0.012933445,3.515505627,0.003678972
YEL047C,0.053292349,3.605230185,0.014781955
YJL024C,0.014321526,3.450072355,0.00415108
YML057W,0.019347219,3.504433437,0.005520784
YNL199C,0.013263389,3.211162992,0.0041304
YPR020W,0.020003839,3.649071453,0.005481899
YHR181W,0.030345641,3.614265215,0.008396075
YGL041C-B,0.05766688,2.806295368,0.020549113
YNL252C,0.029315626,3.381581319,0.008669206
YDR129C,0.011597247,3.681862642,0.003149832
YHR186C,0.009482872,3.331346168,0.002846559
YAL005C,0.019035997,3.790931037,0.005021457
YGL092W,0.021388017,3.519689549,0.006076677
YFL017C,0.010493828,3.497903961,0.003000033
YOR385W,0.08288341,3.567629998,0.023232064
YGL085W,0.018292109,3.271726228,0.005590966
YAL029C,0.015154988,3.584123502,0.004228366
YKL149C,0.025564386,3.274297049,0.007807595
YFR001W,0.03165661,3.455557403,0.009161072
YGL063W,0.027024288,3.040205467,0.008888968
YBR016W,0.014122465,3.536458738,0.003993392
YMR125W,0.012311837,3.536882667,0.003480985
YDR519W,0.014715419,3.632386347,0.004051171
YNL251C,0.012784272,3.45257728,0.00370282
YJL131C,0.028779364,3.33826244,0.008621061
YPL092W,0.030338186,3.528913008,0.008597034
YPR165W,0.006124019,3.737381314,0.001638585
YFL008W,0.025828958,3.450679326,0.007485181
YKL205W,0.020742793,3.444398152,0.006022182
YGL066W,0.015080349,3.368654316,0.004476668
YGL235W,0.049865757,1.940327533,0.02569966
YML026C,0.010027099,3.830333542,0.002617814
YNL160W,0.015855319,3.81468345,0.004156392
YDR052C,0.025362593,3.164134438,0.00801565
YMR242C,0.010266185,3.777111714,0.002717999
YKL072W,0.030472333,3.143986057,0.009692261
YGL062W,0.016896647,3.716742589,0.00454609
YBR293W,0.02420359,3.196965065,0.007570802
YMR116C,0.004571062,3.863531382,0.00118313
YDR141C,0.010779303,3.508735307,0.003072133
YJL164C,0.031067607,3.514960314,0.008838679
YNL068C,0.021828955,3.224385751,0.006769958
YKR022C,0.02776492,3.253622951,0.008533539
YLR204W,0.019035814,3.359161952,0.005666834
YPR141C,0.020874556,3.291758239,0.006341461
YOR365C,0.077394481,2.670562245,0.028980594
YDR147W,0.00992343,3.289342738,0.003016843
YLR323C,0.027640131,3.209365938,0.008612334
YGR239C,0.054812723,3.240266479,0.016916116
YER073W,0.045919409,3.648399627,0.012586179
YIL013C,0.057732363,3.139004195,0.018391936
YOR308C,0.032508309,3.160695077,0.010285177
YMR196W,0.061972756,3.476959305,0.017823837
YJL144W,0.077303823,3.132382039,0.024678926
YJL123C,0.022756578,3.549200004,0.006411749
YBL105C,0.01281919,3.369908243,0.003804017
YBR111C,0.024535417,3.75119241,0.006540698
YML022W,0.021927243,3.629653931,0.006041139
YGR031W,0.017418885,3.344737691,0.005207848
YKL124W,0.021295948,3.218370662,0.006616997
YJL041W,0.010629914,3.611591435,0.002943277
YDL109C,0.030651638,2.876308288,0.01065659
YPR111W,0.013167286,3.293444825,0.003998028
YPR060C,0.024864452,3.484922759,0.007134865
YHR209W,0.079809774,3.348748978,0.023832713
YAL058W,0.014268014,3.442284938,0.004144925
YMR242W-A,0.072268714,2.158836317,0.033475773
YHR189W,0.039558241,2.865935631,0.013802906
YIR012W,0.029446589,3.581773169,0.008221232
YMR055C,0.037388905,3.211209709,0.011643246
YNL309W,0.031554028,3.082934919,0.010235061
YBR085C-A,0.047467837,3.606638911,0.013161239
YGR252W,0.012167258,3.402408968,0.003576072
YKL084W,0.020480655,3.46868311,0.005904447
YGL110C,0.018142649,3.343696686,0.005425925
YMR170C,0.028445105,3.424343309,0.008306733
YGR201C,0.05569099,3.432104923,0.016226482
YGL175C,0.043721561,2.829707569,0.015450911
YDR379C-A,0.039163563,3.491570819,0.011216603
YPL043W,0.029392449,3.512260808,0.008368527
YBL051C,0.017596831,3.414361161,0.00515377
YGL185C,0.013416312,3.465289779,0.003871628
YOL053W,0.018708131,3.343768152,0.005594925
YOR336W,0.01485264,3.514952113,0.00422556
YNR050C,0.038682981,3.729022886,0.01037349
YBL101C,0.022435749,3.476073596,0.006454336
YDR383C,0.033084747,3.113150085,0.010627418
YIL029C,0.040987078,2.944407169,0.013920316
YLR270W,0.023918662,3.643786824,0.006564232
YCR012W,0.004308037,3.872621603,0.001112434
YDR346C,0.022510674,3.563391006,0.006317206
YIL070C,0.017585271,3.457519506,0.005086095
YDR246W-A,0.049942071,2.758822879,0.018102674
YJR025C,0.011060223,3.709716955,0.00298142
YKR010C,0.026754432,3.23199608,0.00827799
YLR150W,0.005899446,3.843554588,0.001534893
YKL091C,0.039742047,3.577311535,0.011109473
YOR151C,0.014828721,3.629198138,0.00408595
YKR016W,0.031973666,3.437405748,0.009301685
YMR075W,0.037927398,3.168671506,0.011969495
YKL185W,0.016698618,3.576963194,0.004668378
YJR045C,0.012506335,3.746084388,0.003338509
YIR010W,0.010312546,3.315699608,0.003110217
YOR128C,0.037490957,3.618907895,0.010359743
YJR022W,0.027313139,3.163186328,0.008634692
YDR432W,0.014812292,3.717798163,0.003984157
YDL235C,0.030567517,3.507293262,0.008715415
YGR233C,0.026798811,3.315241732,0.008083517
YNL101W,0.021021404,3.455197138,0.006083996
YLR337C,0.024774835,3.409857394,0.007265651
YDR261C-D,0.029699567,3.508760699,0.008464404
YEL011W,0.059397673,3.663734375,0.016212331
YLR321C,0.014386013,3.321464949,0.004331225
YJR078W,0.088666261,3.249655786,0.027284816
YDR247W,0.060725744,3.069001316,0.019786809
YDL248W,0.036359855,3.436245233,0.010581275
YFL017W-A,0.017491787,3.492223247,0.005008783
YFL061W,0.04078581,2.764182691,0.014755106
YLR368W,0.012095814,3.275140307,0.00369322
YDR418W,0.007525898,3.828543066,0.001965734
YHL042W,0.080232775,2.770040665,0.028964476
YJR138W,0.017848468,3.255590715,0.005482405
YCL063W,0.034162,3.196888927,0.010686014
YPL196W,0.023277879,3.478431183,0.006692062
YJR055W,0.035584439,3.114363211,0.011425912
YGL090W,0.069465368,2.824242865,0.024596103
YLR016C,0.012739937,3.225771588,0.003949423
YBL016W,0.021677252,3.362585441,0.006446602
YBR255W,0.020617333,3.274065118,0.006297166
YAL002W,0.021330356,3.251542387,0.006560073
YDR505C,0.024146721,3.3751455,0.007154275
YLR147C,0.043790349,3.414222534,0.012825863
YIL110W,0.020131472,3.535529443,0.005694047
YMR005W,0.02662033,3.452372743,0.007710735
YGR274C,0.019718849,3.344326426,0.00589621
YML060W,0.026430253,3.39352306,0.007788441
YIL083C,0.034724699,3.56153573,0.009749923
YJR110W,0.023315986,3.381954629,0.006894234
YNL166C,0.037743665,3.384385535,0.011152295
YGR028W,0.020390501,3.335066867,0.006113971
YBR172C,0.017993562,3.343284191,0.005382002
YLR429W,0.00921899,3.5728537,0.002580288
YMR083W,0.010829216,3.779929968,0.002864925
YER148W,0.030529763,3.688092602,0.008277927
YFL064C,0.047225493,2.714533583,0.017397277
YBR040W,0.077898278,2.757309659,0.028251552
YDR155C,0.005444569,3.836879293,0.00141901
YNL033W,0.049824167,2.660445467,0.018727753
YDR244W,0.027518532,3.410169497,0.00806955
YKL178C,0.032600108,2.998949137,0.01087051
YGR033C,0.015994681,3.548576884,0.004507351
YBL101W-B,0.01099931,3.702387882,0.002970869
YHR030C,0.024475275,3.553197659,0.006888239
YGR026W,0.023572347,3.637297436,0.006480731
YLR371W,0.015539142,3.487063709,0.004456226
YDR352W,0.025514409,3.366238158,0.007579502
YDL175C,0.020896058,3.291748062,0.006348013
YKR031C,0.014317895,3.457453418,0.004141168
YGR118W,0.004561113,3.855301831,0.001183076
YGR015C,0.015782329,3.210323893,0.004916117
YBL014C,0.021944715,3.255377366,0.006741066
YOR073W,0.027119844,3.361239252,0.008068406
YDR323C,0.017593913,3.135404306,0.00561137
YKL018C-A,0.018988352,3.359715081,0.005651774
YGR217W,0.013650876,3.40238103,0.004012154
YLR152C,0.033794464,3.432428255,0.009845643
YJR002W,0.036393282,3.326021733,0.010941986
YKL082C,0.030080799,3.495709366,0.008605063
YKL133C,0.037896385,3.339396151,0.011348275
YML030W,0.029504603,3.469286517,0.008504516
YNL051W,0.017825132,3.316152471,0.005375245
YER105C,0.048053672,3.555837544,0.013514024
YOR059C,0.023164014,3.368815236,0.006876012
YGL128C,0.018556708,3.197460051,0.005803578
YKR071C,0.038400219,3.34746604,0.011471429
YLR297W,0.035568035,3.240395583,0.010976448
YPR169W,0.025539864,3.519706788,0.007256248
YLR259C,0.007241149,3.803711558,0.001903706
YCR102C,0.047598545,3.077773003,0.015465255
YNR058W,0.036836168,3.203935428,0.011497163
YOR098C,0.024362159,3.361857322,0.007246637
YKL148C,0.023880652,3.486444214,0.006849572
YFL023W,0.02671461,3.267751823,0.008175226
YER178W,0.016774936,3.841074278,0.004367251
YLR319C,0.015175179,3.270054107,0.004640651
YBL037W,0.014508347,3.300476743,0.004395834
YBR048W,0.010961721,3.687161614,0.002972943
YIL104C,0.032658186,3.239908877,0.01007997
YKL119C,0.020024348,3.55580589,0.005631452
YGL015C,0.061355288,2.380391329,0.025775295
YMR063W,0.032739175,2.90960648,0.011252097
YDR178W,0.015942032,3.611174716,0.004414639
YMR208W,0.010294521,3.569098181,0.002884348
YDL066W,0.010876946,3.706693217,0.002934407
YDR202C,0.032184997,3.458347084,0.009306468
YPL212C,0.026021834,3.413895714,0.007622328
YAL026C,0.008479104,3.43787569,0.002466379
YJL137C,0.023434359,3.290641425,0.007121517
YJR039W,0.01979092,3.276452547,0.00604035
YKL163W,0.106524522,3.400087617,0.031329934
YHR201C,0.007892936,3.576851576,0.002206671
YLR179C,0.01667099,3.67868055,0.004531785
YGL136C,0.04986675,3.272411012,0.015238535
YGR232W,0.021277178,3.661036244,0.005811791
YEL016C,0.062140548,3.335183969,0.01863182
YNL002C,0.03087418,3.541784678,0.008717125
YLR422W,0.00899132,3.527197319,0.00254914
YIL014W,0.00957675,3.470458433,0.002759506
YFL005W,0.005562043,3.679884451,0.001511472
YPR122W,0.016276588,3.410299332,0.004772774
YGL225W,0.012436451,3.676673531,0.003382528
YJR118C,0.025342792,3.551086435,0.007136631
YML012W,0.004113071,3.749131882,0.001097073
YJL189W,0.009600396,3.789977525,0.002533101
YOR019W,0.046113805,3.10237713,0.014864023
YOR250C,0.014392871,3.338908562,0.004310651
YKL067W,0.016605801,3.715778941,0.004468996
YMR244C-A,0.021343049,3.435518649,0.006212468
YIR037W,0.027366107,3.649684683,0.007498211
YDL088C,0.012244641,3.401132065,0.003600166
YEL034W,0.007630791,3.82154722,0.00199678
YGR216C,0.013973329,3.398779443,0.004111279
YLR009W,0.029374415,3.528850532,0.008324074
YPR091C,0.017922881,3.410451007,0.005255282
YJR097W,0.045287515,3.243676976,0.013961783
YDR285W,0.046955205,2.880735358,0.016299729
YMR251W-A,0.006844198,3.873030038,0.001767143
YHL009C,0.023535222,3.1622122,0.007442645
YER177W,0.012439338,3.80731508,0.003267221
YER061C,0.100504064,3.233015835,0.031086784
YLR225C,0.017594674,3.581423989,0.004912759
YHR018C,0.008950068,3.734366438,0.002396676
YOR038C,0.012913044,3.309317413,0.003902027
YHR207C,0.028901269,3.381207081,0.008547619
YFL054C,0.032295758,3.312808531,0.009748755
YLR388W,0.010432621,3.815295577,0.00273442
YGL160W,0.013684265,3.414981388,0.004007127
YML016C,0.012170538,3.48705595,0.003490204
YAL016C-B,0.033803694,2.837404847,0.011913596
YLR207W,0.010946046,3.35092876,0.003266571
YLR415C,0.053886687,2.452838169,0.021969116
YHR103W,0.009323315,3.470631469,0.002686345
YGR264C,0.020368297,3.680262769,0.005534468
YPL048W,0.018654963,3.663368806,0.005092297
YOL018C,0.025425262,3.191951076,0.00796543
YBR168W,0.020776567,3.357510726,0.006188087
YJR059W,0.031663015,3.465515839,0.009136595
YBL039W-A,0.035137706,3.449611221,0.01018599
YDR414C,0.021924237,3.287331481,0.006669311
YER016W,0.076611686,3.447115974,0.022224865
YPL263C,0.038937036,3.432935162,0.0113422
YLR056W,0.014218766,3.696202199,0.003846858
YML070W,0.021144879,3.682191581,0.005742471
YDR470C,0.014395641,3.33454493,0.004317123
YDL200C,0.018729138,3.397720374,0.005512266
YGL229C,0.043403052,3.24512581,0.013374844
YLR246W,0.032108583,3.374311545,0.009515595
YBR223C,0.031046896,3.09232943,0.01003997
YDR270W,0.031639669,3.237191774,0.009773801
YBR235W,0.014001822,3.307139366,0.004233817
YNL182C,0.04292053,3.320342184,0.012926538
YGR175C,0.009344595,3.718535244,0.002512978
YKR026C,0.013375896,3.582068246,0.003734127
YAL064C-A,0.085345531,1.785398693,0.047801945
YKL070W,0.040488107,2.634074317,0.015370905
YHR126C,0.105349064,2.071474084,0.050857051
YJR075W,0.014176275,3.551724686,0.003991378
YLR108C,0.062631253,3.391411252,0.018467608
YML063W,0.00753861,3.814773421,0.001976162
YMR091C,0.017997101,3.334243376,0.005397657
YJL197W,0.016504676,3.37589689,0.004888975
YJL048C,0.04134743,3.463146452,0.011939267
YNL016W,0.010671886,3.667455207,0.002909889
YLL039C,0.028988694,3.689501867,0.007857075
YJR054W,0.016223177,3.326901465,0.004876362
YOL140W,0.041519051,3.407218298,0.012185615
YPL051W,0.02344885,3.350065731,0.006999519
YPL121C,0.125162819,1.894222091,0.066076106
YEL058W,0.026264551,3.740036608,0.007022538
YAL015C,0.009293157,3.281543092,0.002831947
YIL057C,0.092070176,2.464464372,0.037359102
YDR211W,0.014650721,3.530790324,0.004149417
YLR154W-E,0.03510554,3.368858522,0.010420604
YML118W,0.075173422,3.111940784,0.024156444
YBR097W,0.011419388,3.420206364,0.003338801
YKL060C,0.002953723,3.871435739,0.000762953
YOL110W,0.027852039,3.320832097,0.008387066
YMR079W,0.010996193,3.647944837,0.003014353
YDR485C,0.015060488,3.280338127,0.004591139
YLL029W,0.015406102,3.50639519,0.004393715
YNL044W,0.028516752,3.641679728,0.007830659
YPR073C,0.017160307,3.643839166,0.004709403
YAL031C,0.020427693,3.328107869,0.00613793
YAL023C,0.007570252,3.721764139,0.002034049
YLR298C,0.037046593,3.310731917,0.01118985
YGL257C,0.016935377,3.331971826,0.005082689
YIL034C,0.016147389,3.602056732,0.004482825
YBR228W,0.013414814,3.128851194,0.004287457
YCL035C,0.021443656,3.729139567,0.005750296
YEL020C,0.067764223,3.393702582,0.019967638
YOL006C,0.024732158,3.345542897,0.007392569
YLR175W,0.018468615,3.668670987,0.005034143
YOR036W,0.04833655,3.461001931,0.013966057
YDL189W,0.02325822,3.398324798,0.006844025
YLR251W,0.043992973,3.457111995,0.012725354
YPL221W,0.023818589,3.581064959,0.006651259
YOR054C,0.036054598,3.30053214,0.010923874
YIR036C,0.026294143,3.535166797,0.007437879
YNL189W,0.00859573,3.691242258,0.002328682
YDL181W,0.051098765,3.485400299,0.014660802
YJR111C,0.02661428,3.274964474,0.008126586
YBL079W,0.016148271,3.492599357,0.004623568
YOR035C,0.039280439,3.332489928,0.011787114
YNL224C,0.02007564,3.250834051,0.006175535
YHR054C,0.030847988,3.387768924,0.009105694
YKR094C,0.010352535,3.813250707,0.002714884
YGL065C,0.017704387,3.455944426,0.00512288
YPR109W,0.010475527,3.384288941,0.00309534
YDL093W,0.022797864,3.255584985,0.007002694
YJR124C,0.03124586,3.242913021,0.009635121
YDL225W,0.019770946,3.387290599,0.005836802
YLR242C,0.0172095,3.26328854,0.005273668
YOR195W,0.03556674,3.147435737,0.011300228
YLR148W,0.027265498,3.3211207,0.008209728
YJR053W,0.063938787,2.831844496,0.022578495
YPR128C,0.013562292,3.492246259,0.003883544
YBR102C,0.01679341,3.224670791,0.00520779
YDL077C,0.013177773,3.360180201,0.003921746
YDR276C,0.008272235,3.722127755,0.002222448
YGL101W,0.025776095,3.372922826,0.007642065
YGR103W,0.045787584,3.42043949,0.013386462
YEL007W,0.027579532,3.503419277,0.007872176
YDL185W,0.005156703,3.772436059,0.001366942
YMR096W,0.032070962,3.704866227,0.008656443
YGR133W,0.016518084,3.042270488,0.005429525
YJL080C,0.020451585,3.668498982,0.005574919
YDR096W,0.029017504,3.464261074,0.008376246
YKL062W,0.031658973,3.371311853,0.009390698
YLR342W,0.005098842,3.782845969,0.001347885
YML108W,0.038070491,3.347606132,0.011372452
YAL064W,0.157335095,2.421556851,0.064972703
YCL005W,0.019364264,3.303893612,0.005861043
YPL128C,0.012572391,3.286142102,0.003825882
YAR066W,0.115501238,2.759829218,0.041850864
YHL043W,0.08304625,2.357490873,0.035226541
YER028C,0.059193469,3.311585878,0.017874659
YEL050C,0.047541465,3.595769818,0.013221499
YDR079C-A,0.016615286,3.504910204,0.004740574
YDR412W,0.028595037,3.310020758,0.00863893
YER085C,0.113664835,2.491220493,0.045626164
YAL062W,0.078439102,3.017996875,0.025990452
YMR230W,0.016192061,3.692470709,0.004385156
YDL064W,0.015771435,3.548596314,0.004444415
YBR019C,0.067043909,2.868061083,0.02337604
