Time,Well 101,Well 102,Well 103,Well 104,Well 105,Well 106,Well 107,Well 108,Well 109,Well 110,Well 111,Well 112,Well 113,Well 114,Well 115,Well 116,Well 117,Well 118,Well 119,Well 120
00:38:17,1.324,0.706,0.414,0.237,0.189,0.092,0.093,0.092,0.093,0.093,1.399,0.795,0.454,0.28,0.186,0.094,0.092,0.092,0.092,0.096
00:40:17,1.328,0.708,0.414,0.237,0.189,0.092,0.093,0.092,0.093,0.093,1.399,0.795,0.455,0.28,0.186,0.094,0.092,0.092,0.092,0.095
00:42:17,1.326,0.707,0.414,0.236,0.188,0.092,0.093,0.092,0.093,0.093,1.399,0.792,0.454,0.279,0.185,0.093,0.092,0.091,0.092,0.095
00:44:17,1.324,0.702,0.411,0.237,0.189,0.092,0.093,0.092,0.093,0.093,1.397,0.789,0.453,0.279,0.186,0.093,0.092,0.091,0.092,0.095
00:46:17,1.324,0.705,0.411,0.236,0.189,0.092,0.093,0.092,0.093,0.093,1.397,0.789,0.455,0.279,0.185,0.094,0.092,0.092,0.092,0.095
00:48:17,1.324,0.7,0.409,0.236,0.189,0.092,0.093,0.093,0.094,0.093,1.397,0.787,0.452,0.279,0.186,0.094,0.092,0.092,0.093,0.096
00:50:17,1.32,0.699,0.409,0.236,0.19,0.092,0.093,0.092,0.093,0.093,1.397,0.789,0.451,0.278,0.185,0.094,0.092,0.091,0.092,0.095
00:52:17,1.326,0.704,0.409,0.236,0.19,0.092,0.093,0.092,0.094,0.093,1.397,0.789,0.453,0.278,0.186,0.094,0.092,0.092,0.093,0.095
00:54:17,1.322,0.699,0.407,0.236,0.19,0.092,0.093,0.092,0.093,0.093,1.397,0.785,0.451,0.279,0.185,0.094,0.092,0.092,0.093,0.095
00:56:17,1.32,0.7,0.407,0.235,0.189,0.092,0.093,0.092,0.093,0.093,1.397,0.787,0.45,0.277,0.185,0.094,0.092,0.092,0.092,0.095
00:58:17,1.318,0.695,0.405,0.237,0.191,0.092,0.094,0.092,0.093,0.093,1.395,0.783,0.449,0.278,0.185,0.094,0.092,0.092,0.092,0.095
01:00:17,1.318,0.696,0.406,0.236,0.189,0.092,0.093,0.092,0.094,0.093,1.395,0.783,0.449,0.278,0.186,0.094,0.092,0.092,0.092,0.095
01:02:17,1.314,0.699,0.405,0.238,0.191,0.092,0.093,0.092,0.093,0.093,1.395,0.785,0.45,0.278,0.186,0.094,0.092,0.092,0.093,0.095
01:04:17,1.314,0.697,0.404,0.237,0.189,0.092,0.093,0.092,0.093,0.093,1.395,0.784,0.449,0.277,0.184,0.093,0.092,0.091,0.092,0.095
01:06:17,1.312,0.699,0.404,0.238,0.19,0.092,0.093,0.092,0.093,0.093,1.393,0.784,0.449,0.278,0.185,0.094,0.092,0.092,0.092,0.095
01:08:17,1.31,0.699,0.404,0.238,0.19,0.092,0.093,0.092,0.093,0.093,1.393,0.783,0.448,0.278,0.184,0.093,0.092,0.092,0.092,0.095
01:10:17,1.308,0.699,0.402,0.237,0.191,0.092,0.093,0.092,0.093,0.093,1.393,0.781,0.448,0.277,0.185,0.093,0.092,0.092,0.092,0.095
01:12:17,1.308,0.699,0.403,0.236,0.194,0.092,0.093,0.092,0.093,0.093,1.391,0.781,0.447,0.278,0.185,0.094,0.092,0.092,0.092,0.095
01:14:17,1.304,0.691,0.398,0.238,0.194,0.092,0.093,0.092,0.093,0.093,1.389,0.778,0.448,0.277,0.185,0.094,0.092,0.092,0.092,0.095
01:16:17,1.304,0.694,0.4,0.238,0.191,0.092,0.093,0.092,0.093,0.093,1.389,0.779,0.448,0.277,0.185,0.093,0.092,0.092,0.092,0.095
01:18:17,1.298,0.69,0.402,0.238,0.191,0.092,0.093,0.092,0.093,0.093,1.385,0.777,0.448,0.276,0.184,0.094,0.092,0.092,0.092,0.096
01:20:17,1.296,0.693,0.399,0.238,0.191,0.092,0.093,0.092,0.093,0.093,1.387,0.78,0.448,0.277,0.185,0.093,0.092,0.092,0.092,0.095
01:22:17,1.296,0.691,0.393,0.236,0.191,0.092,0.093,0.092,0.093,0.093,1.387,0.776,0.447,0.278,0.185,0.092,0.092,0.092,0.093,0.095
01:24:17,1.294,0.69,0.393,0.239,0.191,0.092,0.093,0.092,0.093,0.093,1.385,0.776,0.447,0.277,0.185,0.094,0.092,0.092,0.092,0.095
01:26:17,1.292,0.687,0.393,0.238,0.191,0.092,0.094,0.092,0.093,0.093,1.385,0.773,0.447,0.277,0.186,0.094,0.092,0.092,0.093,0.095
01:28:17,1.292,0.687,0.393,0.238,0.192,0.092,0.093,0.092,0.094,0.093,1.385,0.776,0.447,0.277,0.185,0.094,0.092,0.092,0.093,0.095
01:30:17,1.292,0.688,0.39,0.239,0.193,0.092,0.093,0.092,0.094,0.093,1.387,0.774,0.446,0.277,0.185,0.094,0.092,0.092,0.092,0.095
01:32:17,1.288,0.686,0.389,0.239,0.193,0.092,0.094,0.092,0.094,0.093,1.385,0.775,0.446,0.277,0.185,0.094,0.092,0.092,0.093,0.095
01:34:16,1.284,0.688,0.389,0.239,0.192,0.092,0.094,0.092,0.094,0.093,1.383,0.776,0.447,0.277,0.186,0.094,0.092,0.092,0.093,0.096
01:36:16,1.284,0.687,0.388,0.239,0.194,0.092,0.093,0.092,0.093,0.093,1.381,0.775,0.446,0.277,0.185,0.094,0.092,0.092,0.093,0.095
01:38:17,1.28,0.688,0.394,0.24,0.192,0.092,0.093,0.092,0.094,0.093,1.379,0.775,0.446,0.277,0.185,0.094,0.092,0.092,0.093,0.095
01:40:17,1.278,0.686,0.385,0.237,0.192,0.092,0.093,0.092,0.093,0.093,1.377,0.773,0.444,0.277,0.184,0.093,0.092,0.092,0.092,0.095
01:42:17,1.278,0.688,0.384,0.238,0.193,0.092,0.093,0.092,0.093,0.093,1.377,0.774,0.445,0.277,0.184,0.093,0.092,0.092,0.092,0.095
01:44:17,1.276,0.687,0.384,0.237,0.193,0.092,0.093,0.092,0.093,0.093,1.375,0.773,0.443,0.278,0.185,0.094,0.092,0.092,0.093,0.095
01:46:17,1.272,0.687,0.391,0.238,0.193,0.092,0.093,0.092,0.093,0.093,1.373,0.773,0.445,0.277,0.184,0.094,0.092,0.092,0.093,0.096
01:48:17,1.274,0.683,0.382,0.238,0.192,0.092,0.093,0.092,0.093,0.093,1.374,0.771,0.443,0.278,0.184,0.094,0.092,0.092,0.092,0.095
01:50:17,1.27,0.682,0.382,0.238,0.192,0.092,0.093,0.092,0.093,0.093,1.372,0.769,0.444,0.278,0.184,0.093,0.092,0.092,0.092,0.095
01:52:17,1.268,0.687,0.381,0.239,0.193,0.092,0.094,0.093,0.094,0.093,1.372,0.771,0.444,0.277,0.185,0.094,0.093,0.092,0.093,0.096
01:54:17,1.266,0.684,0.379,0.238,0.191,0.092,0.093,0.092,0.093,0.093,1.371,0.77,0.443,0.277,0.184,0.094,0.092,0.092,0.092,0.095
01:56:17,1.264,0.687,0.386,0.239,0.192,0.092,0.093,0.092,0.093,0.093,1.368,0.771,0.444,0.276,0.183,0.094,0.092,0.092,0.093,0.095
01:58:17,1.264,0.683,0.378,0.239,0.192,0.092,0.093,0.092,0.093,0.093,1.371,0.772,0.444,0.278,0.185,0.094,0.092,0.092,0.092,0.095
02:00:17,1.264,0.678,0.377,0.238,0.192,0.092,0.093,0.092,0.093,0.093,1.368,0.766,0.442,0.277,0.184,0.094,0.092,0.091,0.092,0.095
02:02:17,1.262,0.681,0.379,0.239,0.191,0.092,0.093,0.092,0.093,0.093,1.368,0.768,0.442,0.278,0.184,0.093,0.092,0.092,0.092,0.095
02:04:17,1.26,0.682,0.377,0.239,0.191,0.092,0.093,0.092,0.093,0.093,1.366,0.769,0.442,0.277,0.184,0.094,0.092,0.092,0.092,0.095
02:06:17,1.258,0.683,0.376,0.239,0.192,0.092,0.094,0.092,0.093,0.093,1.364,0.768,0.442,0.277,0.184,0.094,0.092,0.092,0.092,0.095
02:08:17,1.258,0.68,0.375,0.237,0.191,0.092,0.093,0.092,0.093,0.093,1.362,0.767,0.441,0.276,0.184,0.093,0.092,0.092,0.092,0.095
02:10:17,1.256,0.684,0.376,0.237,0.191,0.092,0.094,0.092,0.093,0.093,1.363,0.77,0.441,0.277,0.184,0.094,0.092,0.092,0.092,0.096
02:12:17,1.256,0.683,0.374,0.237,0.191,0.092,0.093,0.092,0.094,0.093,1.362,0.768,0.44,0.276,0.183,0.094,0.092,0.092,0.092,0.095
02:14:17,1.254,0.684,0.374,0.237,0.19,0.092,0.093,0.092,0.093,0.093,1.362,0.769,0.442,0.276,0.184,0.094,0.092,0.092,0.093,0.096
02:16:17,1.25,0.681,0.374,0.236,0.19,0.092,0.093,0.092,0.093,0.093,1.36,0.766,0.44,0.276,0.183,0.093,0.092,0.091,0.092,0.095
02:18:17,1.25,0.683,0.373,0.235,0.189,0.092,0.093,0.092,0.093,0.093,1.36,0.768,0.44,0.276,0.184,0.094,0.092,0.091,0.092,0.095
02:20:17,1.248,0.677,0.371,0.237,0.192,0.092,0.093,0.092,0.093,0.093,1.359,0.764,0.441,0.277,0.184,0.094,0.092,0.092,0.093,0.096
02:22:17,1.245,0.677,0.371,0.235,0.19,0.092,0.093,0.092,0.093,0.093,1.356,0.764,0.439,0.276,0.183,0.094,0.092,0.092,0.092,0.095
02:24:17,1.247,0.683,0.371,0.236,0.191,0.092,0.093,0.092,0.093,0.093,1.355,0.765,0.441,0.276,0.184,0.094,0.092,0.092,0.092,0.095
02:26:17,1.247,0.681,0.371,0.234,0.19,0.092,0.093,0.092,0.093,0.093,1.356,0.766,0.439,0.276,0.184,0.093,0.092,0.092,0.093,0.095
02:28:17,1.247,0.679,0.37,0.235,0.192,0.092,0.093,0.092,0.093,0.093,1.355,0.765,0.438,0.276,0.183,0.094,0.092,0.092,0.092,0.095
02:30:17,1.245,0.679,0.369,0.234,0.19,0.092,0.093,0.092,0.093,0.093,1.353,0.762,0.439,0.276,0.183,0.093,0.092,0.092,0.092,0.095
02:32:17,1.243,0.681,0.369,0.235,0.192,0.092,0.093,0.092,0.093,0.093,1.353,0.763,0.438,0.275,0.183,0.093,0.092,0.092,0.092,0.095
02:34:17,1.235,0.676,0.369,0.237,0.193,0.092,0.094,0.092,0.094,0.093,1.347,0.763,0.44,0.276,0.183,0.094,0.092,0.092,0.093,0.095
02:36:17,1.236,0.679,0.368,0.235,0.19,0.092,0.093,0.092,0.093,0.093,1.348,0.761,0.439,0.275,0.183,0.094,0.092,0.092,0.093,0.095
02:38:17,1.236,0.68,0.368,0.235,0.19,0.092,0.093,0.092,0.093,0.093,1.347,0.762,0.439,0.276,0.183,0.094,0.092,0.092,0.092,0.095
02:40:17,1.236,0.68,0.367,0.234,0.19,0.092,0.093,0.092,0.093,0.093,1.345,0.763,0.44,0.276,0.183,0.093,0.092,0.092,0.092,0.095
02:42:17,1.233,0.677,0.365,0.235,0.19,0.092,0.093,0.092,0.093,0.093,1.346,0.761,0.438,0.275,0.183,0.094,0.092,0.092,0.093,0.096
02:44:17,1.229,0.681,0.367,0.234,0.19,0.092,0.093,0.092,0.093,0.093,1.344,0.762,0.438,0.276,0.183,0.093,0.092,0.091,0.092,0.095
02:46:17,1.229,0.678,0.366,0.234,0.19,0.092,0.093,0.092,0.093,0.093,1.34,0.761,0.438,0.275,0.183,0.094,0.092,0.092,0.093,0.096
02:48:17,1.234,0.679,0.366,0.235,0.192,0.092,0.094,0.092,0.093,0.093,1.342,0.762,0.438,0.275,0.183,0.094,0.092,0.092,0.092,0.095
02:50:17,1.229,0.677,0.365,0.233,0.19,0.092,0.093,0.092,0.093,0.093,1.338,0.76,0.438,0.275,0.183,0.094,0.092,0.092,0.093,0.095
02:52:17,1.231,0.68,0.365,0.233,0.19,0.092,0.093,0.092,0.093,0.093,1.34,0.761,0.439,0.275,0.183,0.094,0.092,0.092,0.092,0.096
02:54:17,1.227,0.677,0.365,0.233,0.191,0.092,0.093,0.092,0.093,0.093,1.338,0.759,0.437,0.275,0.183,0.094,0.092,0.092,0.092,0.095
02:56:17,1.225,0.674,0.363,0.234,0.191,0.092,0.093,0.092,0.093,0.093,1.336,0.76,0.437,0.275,0.183,0.093,0.092,0.091,0.092,0.095
02:58:17,1.229,0.675,0.364,0.233,0.19,0.092,0.093,0.092,0.093,0.093,1.336,0.759,0.437,0.275,0.183,0.093,0.092,0.092,0.093,0.096
03:00:17,1.223,0.672,0.362,0.235,0.192,0.092,0.093,0.092,0.093,0.093,1.332,0.757,0.436,0.275,0.183,0.093,0.092,0.092,0.092,0.095
03:02:17,1.219,0.674,0.361,0.233,0.189,0.092,0.093,0.092,0.094,0.093,1.33,0.759,0.436,0.275,0.183,0.093,0.092,0.092,0.092,0.095
03:04:17,1.223,0.674,0.362,0.233,0.19,0.092,0.094,0.092,0.094,0.093,1.332,0.757,0.436,0.275,0.183,0.094,0.092,0.092,0.093,0.095
03:06:17,1.215,0.672,0.361,0.232,0.189,0.092,0.093,0.092,0.093,0.093,1.328,0.757,0.436,0.275,0.183,0.093,0.092,0.092,0.092,0.097
03:08:17,1.215,0.67,0.36,0.234,0.192,0.092,0.093,0.092,0.094,0.094,1.32,0.756,0.437,0.276,0.183,0.094,0.092,0.092,0.093,0.096
03:10:17,1.213,0.674,0.361,0.232,0.19,0.092,0.093,0.092,0.093,0.093,1.326,0.757,0.437,0.275,0.183,0.094,0.092,0.092,0.092,0.095
03:12:17,1.215,0.672,0.36,0.234,0.191,0.092,0.093,0.092,0.093,0.093,1.32,0.755,0.436,0.276,0.183,0.094,0.092,0.092,0.093,0.096
03:14:17,1.217,0.671,0.36,0.233,0.189,0.092,0.093,0.092,0.094,0.093,1.324,0.757,0.435,0.275,0.183,0.094,0.092,0.092,0.092,0.096
03:16:17,1.215,0.669,0.359,0.231,0.188,0.092,0.093,0.092,0.093,0.093,1.322,0.755,0.435,0.275,0.183,0.094,0.092,0.092,0.093,0.096
03:18:17,1.215,0.669,0.358,0.231,0.189,0.092,0.094,0.093,0.094,0.093,1.322,0.754,0.435,0.275,0.183,0.094,0.093,0.092,0.093,0.096
03:20:17,1.215,0.67,0.358,0.232,0.19,0.092,0.094,0.093,0.094,0.093,1.322,0.755,0.436,0.276,0.183,0.094,0.093,0.092,0.093,0.095
03:22:17,1.207,0.67,0.358,0.232,0.188,0.092,0.093,0.092,0.093,0.093,1.318,0.754,0.436,0.275,0.183,0.094,0.093,0.092,0.093,0.096
03:24:17,1.205,0.669,0.358,0.231,0.188,0.092,0.093,0.092,0.093,0.093,1.316,0.752,0.436,0.275,0.183,0.093,0.092,0.092,0.092,0.095
03:26:17,1.205,0.668,0.357,0.232,0.189,0.092,0.093,0.092,0.093,0.093,1.316,0.752,0.435,0.275,0.183,0.094,0.092,0.092,0.092,0.095
03:28:17,1.203,0.667,0.356,0.231,0.188,0.092,0.093,0.092,0.093,0.093,1.316,0.751,0.434,0.274,0.183,0.093,0.092,0.092,0.093,0.095
03:30:17,1.205,0.666,0.356,0.231,0.188,0.092,0.094,0.092,0.093,0.093,1.314,0.752,0.435,0.275,0.183,0.094,0.093,0.092,0.093,0.096
03:32:17,1.201,0.663,0.355,0.231,0.189,0.092,0.093,0.092,0.094,0.093,1.31,0.75,0.434,0.275,0.183,0.093,0.092,0.092,0.093,0.096
03:34:17,1.199,0.661,0.355,0.231,0.189,0.092,0.093,0.092,0.093,0.093,1.31,0.749,0.433,0.274,0.183,0.093,0.092,0.091,0.092,0.095
03:36:17,1.199,0.667,0.355,0.233,0.189,0.092,0.093,0.092,0.093,0.093,1.306,0.749,0.435,0.275,0.183,0.094,0.092,0.092,0.093,0.096
03:38:17,1.199,0.663,0.353,0.231,0.188,0.092,0.094,0.092,0.093,0.093,1.306,0.749,0.433,0.275,0.183,0.094,0.092,0.092,0.092,0.095
03:40:17,1.197,0.663,0.354,0.231,0.188,0.092,0.093,0.092,0.094,0.093,1.306,0.748,0.434,0.274,0.183,0.094,0.092,0.092,0.093,0.095
03:42:17,1.199,0.664,0.354,0.231,0.188,0.092,0.094,0.092,0.093,0.093,1.306,0.75,0.435,0.275,0.183,0.094,0.093,0.092,0.093,0.096
03:44:16,1.197,0.663,0.352,0.23,0.187,0.092,0.093,0.092,0.093,0.093,1.302,0.748,0.433,0.274,0.182,0.094,0.092,0.092,0.093,0.096
03:46:17,1.195,0.661,0.353,0.229,0.187,0.092,0.094,0.092,0.094,0.093,1.3,0.746,0.433,0.274,0.183,0.094,0.092,0.092,0.093,0.096
03:48:16,1.193,0.66,0.351,0.23,0.189,0.092,0.094,0.093,0.094,0.094,1.3,0.746,0.432,0.275,0.183,0.094,0.093,0.092,0.094,0.096
03:50:17,1.193,0.661,0.352,0.23,0.188,0.092,0.093,0.092,0.093,0.093,1.298,0.745,0.433,0.274,0.182,0.094,0.092,0.092,0.093,0.096
03:52:17,1.193,0.66,0.351,0.23,0.188,0.092,0.094,0.092,0.094,0.094,1.294,0.745,0.432,0.275,0.182,0.094,0.093,0.092,0.094,0.096
03:54:17,1.197,0.659,0.35,0.23,0.188,0.092,0.094,0.092,0.094,0.093,1.3,0.746,0.432,0.275,0.183,0.094,0.092,0.092,0.093,0.096
03:56:17,1.195,0.659,0.35,0.231,0.19,0.092,0.094,0.092,0.094,0.093,1.298,0.745,0.432,0.275,0.183,0.094,0.093,0.092,0.093,0.096
03:58:17,1.195,0.659,0.35,0.23,0.188,0.092,0.093,0.092,0.094,0.093,1.294,0.746,0.433,0.274,0.183,0.094,0.092,0.092,0.093,0.096
04:00:17,1.187,0.657,0.349,0.229,0.187,0.092,0.093,0.092,0.094,0.093,1.292,0.742,0.433,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:02:17,1.185,0.657,0.349,0.229,0.188,0.092,0.093,0.092,0.094,0.094,1.29,0.743,0.434,0.274,0.183,0.094,0.092,0.092,0.093,0.096
04:04:17,1.193,0.656,0.349,0.23,0.188,0.092,0.093,0.092,0.093,0.093,1.29,0.743,0.432,0.274,0.183,0.094,0.092,0.092,0.093,0.096
04:06:17,1.189,0.654,0.348,0.228,0.187,0.092,0.093,0.092,0.093,0.093,1.29,0.742,0.43,0.274,0.183,0.094,0.092,0.092,0.093,0.096
04:08:17,1.187,0.656,0.349,0.228,0.187,0.092,0.093,0.092,0.094,0.093,1.288,0.742,0.431,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:10:17,1.187,0.653,0.348,0.23,0.189,0.092,0.093,0.092,0.094,0.093,1.286,0.74,0.431,0.274,0.183,0.094,0.092,0.092,0.093,0.096
04:12:17,1.189,0.654,0.348,0.229,0.186,0.092,0.093,0.092,0.094,0.093,1.286,0.742,0.432,0.273,0.183,0.094,0.092,0.092,0.093,0.096
04:14:17,1.187,0.651,0.347,0.228,0.187,0.092,0.093,0.092,0.094,0.093,1.286,0.74,0.43,0.274,0.183,0.094,0.092,0.092,0.093,0.096
04:16:17,1.183,0.651,0.346,0.227,0.187,0.092,0.093,0.092,0.093,0.093,1.284,0.738,0.431,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:18:17,1.183,0.651,0.346,0.228,0.187,0.092,0.093,0.092,0.094,0.093,1.282,0.737,0.431,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:20:17,1.179,0.651,0.346,0.227,0.186,0.092,0.093,0.092,0.094,0.093,1.28,0.737,0.431,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:22:17,1.177,0.65,0.346,0.228,0.188,0.092,0.093,0.092,0.093,0.093,1.28,0.736,0.431,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:24:18,1.181,0.649,0.344,0.226,0.185,0.092,0.093,0.092,0.093,0.093,1.28,0.737,0.429,0.273,0.182,0.093,0.092,0.092,0.093,0.096
04:26:18,1.173,0.65,0.345,0.228,0.188,0.092,0.094,0.092,0.094,0.094,1.274,0.735,0.43,0.274,0.182,0.094,0.093,0.092,0.094,0.096
04:28:18,1.175,0.647,0.343,0.227,0.186,0.092,0.093,0.092,0.093,0.093,1.276,0.733,0.43,0.274,0.182,0.093,0.092,0.092,0.093,0.095
04:30:18,1.173,0.647,0.343,0.226,0.186,0.092,0.093,0.092,0.094,0.093,1.274,0.734,0.43,0.273,0.182,0.094,0.093,0.092,0.093,0.096
04:32:18,1.177,0.648,0.343,0.227,0.186,0.092,0.093,0.092,0.093,0.093,1.274,0.734,0.428,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:34:18,1.171,0.647,0.342,0.226,0.186,0.092,0.093,0.092,0.094,0.093,1.272,0.733,0.43,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:36:18,1.171,0.646,0.343,0.226,0.185,0.092,0.093,0.092,0.094,0.093,1.284,0.731,0.429,0.273,0.182,0.094,0.092,0.092,0.093,0.096
04:38:18,1.169,0.645,0.342,0.226,0.186,0.092,0.093,0.092,0.094,0.094,1.272,0.73,0.428,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:40:18,1.167,0.646,0.342,0.226,0.186,0.092,0.093,0.092,0.093,0.093,1.27,0.729,0.429,0.274,0.182,0.094,0.092,0.092,0.093,0.096
04:42:18,1.167,0.644,0.341,0.226,0.185,0.092,0.093,0.092,0.093,0.093,1.266,0.729,0.428,0.273,0.182,0.094,0.092,0.092,0.093,0.096
04:44:18,1.173,0.645,0.342,0.224,0.183,0.092,0.093,0.092,0.093,0.093,1.266,0.73,0.429,0.273,0.182,0.094,0.092,0.092,0.093,0.096
04:46:18,1.169,0.644,0.341,0.224,0.183,0.092,0.094,0.092,0.093,0.093,1.266,0.729,0.428,0.272,0.182,0.093,0.092,0.092,0.093,0.095
04:48:18,1.169,0.642,0.341,0.224,0.185,0.092,0.094,0.092,0.093,0.093,1.262,0.729,0.428,0.273,0.182,0.093,0.092,0.092,0.093,0.096
04:50:18,1.163,0.644,0.34,0.224,0.183,0.092,0.093,0.092,0.093,0.093,1.258,0.728,0.429,0.273,0.182,0.094,0.092,0.092,0.093,0.096
04:52:18,1.169,0.641,0.34,0.224,0.185,0.092,0.094,0.092,0.094,0.093,1.26,0.728,0.428,0.273,0.182,0.094,0.092,0.092,0.093,0.096
04:54:18,1.163,0.639,0.339,0.223,0.186,0.092,0.093,0.092,0.094,0.093,1.26,0.726,0.427,0.273,0.182,0.094,0.092,0.092,0.093,0.096
04:56:18,1.165,0.64,0.339,0.221,0.183,0.092,0.094,0.092,0.094,0.093,1.258,0.726,0.428,0.273,0.182,0.094,0.093,0.092,0.093,0.096
04:58:18,1.165,0.639,0.338,0.221,0.184,0.092,0.093,0.092,0.093,0.093,1.256,0.725,0.427,0.272,0.182,0.094,0.092,0.092,0.093,0.096
05:00:18,1.161,0.638,0.338,0.221,0.184,0.092,0.093,0.092,0.094,0.093,1.256,0.723,0.427,0.273,0.182,0.094,0.092,0.092,0.093,0.096
05:02:18,1.163,0.637,0.337,0.221,0.184,0.092,0.093,0.092,0.093,0.093,1.254,0.723,0.426,0.272,0.181,0.093,0.092,0.092,0.093,0.096
05:04:18,1.155,0.638,0.339,0.222,0.185,0.092,0.094,0.093,0.094,0.094,1.25,0.722,0.428,0.274,0.182,0.094,0.093,0.093,0.093,0.096
05:06:18,1.159,0.636,0.337,0.22,0.184,0.092,0.093,0.092,0.093,0.093,1.252,0.721,0.426,0.273,0.182,0.094,0.093,0.092,0.093,0.096
05:08:18,1.161,0.637,0.338,0.22,0.184,0.092,0.094,0.092,0.093,0.093,1.252,0.721,0.427,0.272,0.182,0.094,0.092,0.092,0.093,0.096
05:10:18,1.161,0.637,0.337,0.221,0.184,0.092,0.093,0.092,0.094,0.093,1.25,0.721,0.426,0.273,0.182,0.094,0.092,0.092,0.093,0.096
05:12:18,1.157,0.634,0.336,0.219,0.183,0.092,0.093,0.092,0.093,0.093,1.248,0.717,0.425,0.273,0.182,0.094,0.092,0.092,0.093,0.096
05:14:18,1.157,0.636,0.337,0.22,0.184,0.092,0.093,0.092,0.094,0.093,1.247,0.717,0.427,0.273,0.182,0.094,0.093,0.092,0.093,0.096
05:16:18,1.157,0.633,0.336,0.219,0.184,0.092,0.093,0.092,0.094,0.093,1.247,0.716,0.426,0.272,0.182,0.094,0.092,0.092,0.093,0.096
05:18:18,1.159,0.635,0.335,0.219,0.183,0.092,0.093,0.093,0.094,0.093,1.248,0.717,0.426,0.272,0.182,0.094,0.092,0.092,0.093,0.096
